HIPASS public data release - v1.2 May 13, 2000 (south) 
Parkes ZOA public data release - v1.0 Oct 11, 2002 
HIPASS public data release - v1.0 Oct 14, 2004 (north) 
(untrimmed, luthered cubes)

This HI data is provided under the auspices of the Multibeam Survey
Working Group.  Users of this facility are requested to acknowledge
the ATNF in any publications as follows:

 "The Parkes telescope is part of the Australia Telescope which is
 funded by the Commonwealth of Australia for operation as a National
 Facility managed by CSIRO"

and to cite an appropriate HIPASS observations and data reduction
paper such as Barnes et al. (2001, MNRAS, 322, 486). Other HIPASS 
papers are listed here:

  http://www.atnf.csiro.au/research/multibeam/papers/papers.html

Where possible, authors are requested to include one of the terms
`ATNF', or `Parkes Telescope', in the ABSTRACT of their papers. This
is to facilitate electronic searches for publications that include
ATNF data.

Please inform Julie Tesoriero (Julie.Tesoriero@csiro.au) of 
any publications which include ATNF data. 

The data contained herein were processed in aips++. The www/cgi
scripts are based on miriad and perl.

#File: /var/www/vhosts/www.atnf.csiro.au/htdocs/research/multibeam/release/MULTI_3_HIDE/PUBLIC/H152_abcde_luther.FELO.imbin.vrd
#Robust polynomial order: none
#Spectral  axis = frequency
#Intensity axis = Jy/b
# HIPASS public data release - v1.2 May 13 2000 (south)
#  Channel        Spectral axis      Intensity
 5.60000E+01      1.423062744E+03   -9.91837E-03
 5.70000E+01      1.423000244E+03    1.22072E-03
 5.80000E+01      1.422937744E+03    1.44961E-02
 5.90000E+01      1.422875244E+03   -5.23385E-02
 6.00000E+01      1.422812744E+03   -1.44961E-02
 6.10000E+01      1.422750244E+03    2.89921E-03
 6.20000E+01      1.422687744E+03    1.22072E-03
 6.30000E+01      1.422625244E+03    1.38857E-02
 6.40000E+01      1.422562744E+03   -1.28176E-02
 6.50000E+01      1.422500244E+03    1.54116E-02
 6.60000E+01      1.422437744E+03    1.58694E-02
 6.70000E+01      1.422375244E+03   -3.05181E-03
 6.80000E+01      1.422312744E+03   -3.67742E-02
 6.90000E+01      1.422250244E+03   -5.79843E-02
 7.00000E+01      1.422187744E+03   -9.91837E-03
 7.10000E+01      1.422125244E+03    3.99786E-02
 7.20000E+01      1.422062744E+03    4.73029E-03
 7.30000E+01      1.422000244E+03    4.68452E-02
 7.40000E+01      1.421937744E+03    1.06813E-03
 7.50000E+01      1.421875244E+03    2.25834E-02
 7.60000E+01      1.421812744E+03    1.58694E-02
 7.70000E+01      1.421750244E+03   -3.69268E-02
 7.80000E+01      1.421687744E+03   -5.14229E-02
 7.90000E+01      1.421625244E+03   -5.95102E-03
 8.00000E+01      1.421562744E+03   -5.18807E-02
 8.10000E+01      1.421500244E+03    1.73953E-02
 8.20000E+01      1.421437744E+03   -2.86870E-02
 8.30000E+01      1.421375244E+03   -5.18807E-03
 8.40000E+01      1.421312744E+03   -2.38041E-02
 8.50000E+01      1.421250244E+03   -2.41093E-02
 8.60000E+01      1.421187744E+03   -4.11994E-02
 8.70000E+01      1.421125244E+03   -5.66110E-02
 8.80000E+01      1.421062744E+03   -6.07309E-02
 8.90000E+01      1.421000244E+03   -5.35592E-02
 9.00000E+01      1.420937744E+03   -1.29549E-01
 9.10000E+01      1.420875244E+03   -5.90524E-02
 9.20000E+01      1.420812744E+03   -1.33974E-01
 9.30000E+01      1.420750244E+03   -1.44961E-01
 9.40000E+01      1.420687744E+03   -4.91341E-01
 9.50000E+01      1.420625244E+03   -6.34623E-01
 9.60000E+01      1.420562744E+03   -3.86664E-01
 9.70000E+01      1.420500244E+03    6.59190E-02
 9.80000E+01      1.420437744E+03   -5.32692E-01
 9.90000E+01      1.420375244E+03   -2.94881E+00
 1.00000E+02      1.420312744E+03   -3.29747E+00
 1.01000E+02      1.420250244E+03   -3.15160E+00
 1.02000E+02      1.420187744E+03   -2.78355E+00
 1.03000E+02      1.420125244E+03   -5.76333E-01
 1.04000E+02      1.420062744E+03   -2.72679E-01
 1.05000E+02      1.420000244E+03   -2.54063E-01
 1.06000E+02      1.419937744E+03   -1.12612E-01
 1.07000E+02      1.419875244E+03   -2.23239E-01
 1.08000E+02      1.419812744E+03   -7.90417E-02
 1.09000E+02      1.419750244E+03   -1.52438E-01
 1.10000E+02      1.419687744E+03   -8.43824E-02
 1.11000E+02      1.419625244E+03    3.44854E-02
 1.12000E+02      1.419562744E+03    6.11887E-02
 1.13000E+02      1.419500244E+03    8.19409E-02
 1.14000E+02      1.419437744E+03    2.57877E-02
 1.15000E+02      1.419375244E+03    7.64477E-02
 1.16000E+02      1.419312744E+03    6.48508E-02
 1.17000E+02      1.419250244E+03   -4.73030E-03
 1.18000E+02      1.419187744E+03    5.82895E-02
 1.19000E+02      1.419125244E+03    4.13519E-02
 1.20000E+02      1.419062744E+03    5.40169E-02
 1.21000E+02      1.419000244E+03   -1.25124E-02
 1.22000E+02      1.418937744E+03    1.48012E-02
 1.23000E+02      1.418875244E+03    1.52590E-03
 1.24000E+02      1.418812744E+03   -1.06813E-02
 1.25000E+02      1.418750244E+03   -2.13626E-03
 1.26000E+02      1.418687744E+03   -2.22782E-02
 1.27000E+02      1.418625244E+03   -4.34882E-02
 1.28000E+02      1.418562744E+03   -3.92157E-02
 1.29000E+02      1.418500244E+03   -4.47089E-02
 1.30000E+02      1.418437744E+03   -5.49325E-02
 1.31000E+02      1.418375244E+03   -4.42512E-02
 1.32000E+02      1.418312744E+03   -6.79026E-02
 1.33000E+02      1.418250244E+03   -5.75265E-02
 1.34000E+02      1.418187744E+03    1.20546E-02
 1.35000E+02      1.418125244E+03   -1.25124E-02
 1.36000E+02      1.418062744E+03    2.91447E-02
 1.37000E+02      1.418000244E+03   -7.78210E-03
 1.38000E+02      1.417937744E+03   -3.81476E-03
 1.39000E+02      1.417875244E+03    1.67849E-02
 1.40000E+02      1.417812744E+03   -4.04364E-02
 1.41000E+02      1.417750244E+03   -2.91447E-02
 1.42000E+02      1.417687744E+03    2.30411E-02
 1.43000E+02      1.417625244E+03   -4.34882E-02
 1.44000E+02      1.417562744E+03   -1.10018E-01
 1.45000E+02      1.417500244E+03   -3.57061E-02
 1.46000E+02      1.417437744E+03   -3.81476E-03
 1.47000E+02      1.417375244E+03   -2.09049E-02
 1.48000E+02      1.417312744E+03    3.23491E-02
 1.49000E+02      1.417250244E+03   -1.95315E-02
 1.50000E+02      1.417187744E+03   -4.11994E-03
 1.51000E+02      1.417125244E+03   -1.66323E-02
 1.52000E+02      1.417062744E+03    4.88289E-03
 1.53000E+02      1.417000244E+03    3.05180E-03
 1.54000E+02      1.416937744E+03   -4.33356E-02
 1.55000E+02      1.416875244E+03   -2.88396E-02
 1.56000E+02      1.416812744E+03    2.97551E-02
 1.57000E+02      1.416750244E+03   -9.91837E-03
 1.58000E+02      1.416687744E+03   -4.97444E-02
 1.59000E+02      1.416625244E+03   -2.16678E-02
 1.60000E+02      1.416562744E+03   -6.40879E-03
 1.61000E+02      1.416500244E+03    1.67849E-03
 1.62000E+02      1.416437744E+03   -2.73137E-02
 1.63000E+02      1.416375244E+03   -1.37331E-02
 1.64000E+02      1.416312744E+03   -3.20439E-02
 1.65000E+02      1.416250244E+03   -5.41695E-02
 1.66000E+02      1.416187744E+03   -5.64584E-03
 1.67000E+02      1.416125244E+03   -7.47692E-03
 1.68000E+02      1.416062744E+03   -4.15045E-02
 1.69000E+02      1.416000244E+03   -2.53300E-02
 1.70000E+02      1.415937744E+03   -1.31228E-02
 1.71000E+02      1.415875244E+03   -1.37331E-02
 1.72000E+02      1.415812744E+03   -3.70794E-02
 1.73000E+02      1.415750244E+03   -5.64584E-02
 1.74000E+02      1.415687744E+03   -1.44961E-02
 1.75000E+02      1.415625244E+03   -3.87579E-02
 1.76000E+02      1.415562744E+03   -4.73030E-03
 1.77000E+02      1.415500244E+03   -2.07523E-02
 1.78000E+02      1.415437744E+03   -1.28176E-02
 1.79000E+02      1.415375244E+03    8.85023E-03
 1.80000E+02      1.415312744E+03    4.11993E-03
 1.81000E+02      1.415250244E+03   -3.20440E-03
 1.82000E+02      1.415187744E+03   -2.36515E-02
 1.83000E+02      1.415125244E+03   -3.67742E-02
 1.84000E+02      1.415062744E+03   -2.59404E-03
 1.85000E+02      1.415000244E+03    2.13626E-03
 1.86000E+02      1.414937744E+03    7.32433E-03
 1.87000E+02      1.414875244E+03   -2.73137E-02
 1.88000E+02      1.414812744E+03   -1.11391E-02
 1.89000E+02      1.414750244E+03   -4.47089E-02
 1.90000E+02      1.414687744E+03    1.83108E-03
 1.91000E+02      1.414625244E+03    1.89212E-02
 1.92000E+02      1.414562744E+03    9.00282E-03
 1.93000E+02      1.414500244E+03    3.83001E-02
 1.94000E+02      1.414437744E+03    5.24910E-02
 1.95000E+02      1.414375244E+03    3.72320E-02
 1.96000E+02      1.414312744E+03    7.66003E-02
 1.97000E+02      1.414250244E+03    4.77607E-02
 1.98000E+02      1.414187744E+03    5.82895E-02
 1.99000E+02      1.414125244E+03    4.83711E-02
 2.00000E+02      1.414062744E+03    7.52270E-02
 2.01000E+02      1.414000244E+03    7.73632E-02
 2.02000E+02      1.413937744E+03    1.52590E-02
 2.03000E+02      1.413875244E+03    2.94499E-02
 2.04000E+02      1.413812744E+03    4.31830E-02
 2.05000E+02      1.413750244E+03   -9.00282E-03
 2.06000E+02      1.413687744E+03   -5.64584E-03
 2.07000E+02      1.413625244E+03   -3.96735E-03
 2.08000E+02      1.413562744E+03   -1.52592E-04
 2.09000E+02      1.413500244E+03   -1.81582E-02
 2.10000E+02      1.413437744E+03   -9.46060E-03
 2.11000E+02      1.413375244E+03    1.52590E-02
 2.12000E+02      1.413312744E+03   -1.52590E-02
 2.13000E+02      1.413250244E+03   -4.15045E-02
 2.14000E+02      1.413187744E+03   -9.15541E-03
 2.15000E+02      1.413125244E+03   -2.53300E-02
 2.16000E+02      1.413062744E+03   -4.24201E-02
 2.17000E+02      1.413000244E+03   -2.70085E-02
 2.18000E+02      1.412937744E+03   -3.21965E-02
 2.19000E+02      1.412875244E+03   -2.34989E-02
 2.20000E+02      1.412812744E+03   -3.12810E-02
 2.21000E+02      1.412750244E+03   -4.54719E-02
 2.22000E+02      1.412687744E+03   -4.54719E-02
 2.23000E+02      1.412625244E+03   -6.56138E-03
 2.24000E+02      1.412562744E+03    1.23598E-02
 2.25000E+02      1.412500244E+03   -1.67849E-03
 2.26000E+02      1.412437744E+03   -2.97551E-02
 2.27000E+02      1.412375244E+03   -3.61639E-02
 2.28000E+02      1.412312744E+03   -1.37331E-03
 2.29000E+02      1.412250244E+03    2.59403E-02
 2.30000E+02      1.412187744E+03    1.40383E-02
 2.31000E+02      1.412125244E+03    1.57168E-02
 2.32000E+02      1.412062744E+03    1.35805E-02
 2.33000E+02      1.412000244E+03    2.44144E-03
 2.34000E+02      1.411937744E+03    1.14443E-02
 2.35000E+02      1.411875244E+03    1.43435E-02
 2.36000E+02      1.411812744E+03    1.09865E-02
 2.37000E+02      1.411750244E+03   -2.74663E-03
 2.38000E+02      1.411687744E+03   -4.10468E-02
 2.39000E+02      1.411625244E+03    2.31937E-02
 2.40000E+02      1.411562744E+03    4.57770E-03
 2.41000E+02      1.411500244E+03   -1.11391E-02
 2.42000E+02      1.411437744E+03   -2.13626E-03
 2.43000E+02      1.411375244E+03    3.76898E-02
 2.44000E+02      1.411312744E+03   -9.91837E-03
 2.45000E+02      1.411250244E+03    3.64691E-02
 2.46000E+02      1.411187744E+03   -4.28779E-02
 2.47000E+02      1.411125244E+03   -5.76791E-02
 2.48000E+02      1.411062744E+03   -7.01915E-03
 2.49000E+02      1.411000244E+03    1.28176E-02
 2.50000E+02      1.410937744E+03    1.35805E-02
 2.51000E+02      1.410875244E+03    3.64691E-02
 2.52000E+02      1.410812744E+03   -1.29702E-02
 2.53000E+02      1.410750244E+03   -5.32540E-02
 2.54000E+02      1.410687744E+03   -1.51064E-02
 2.55000E+02      1.410625244E+03    3.90631E-02
 2.56000E+02      1.410562744E+03   -2.30411E-02
 2.57000E+02      1.410500244E+03   -1.26650E-02
 2.58000E+02      1.410437744E+03    1.58694E-02
 2.59000E+02      1.410375244E+03   -1.84634E-02
 2.60000E+02      1.410312744E+03    3.41802E-02
 2.61000E+02      1.410250244E+03    1.61746E-02
 2.62000E+02      1.410187744E+03   -2.16678E-02
 2.63000E+02      1.410125244E+03   -7.47692E-03
 2.64000E+02      1.410062744E+03   -2.97551E-02
 2.65000E+02      1.410000244E+03   -2.99077E-02
 2.66000E+02      1.409937744E+03   -2.04471E-02
 2.67000E+02      1.409875244E+03    1.75479E-02
 2.68000E+02      1.409812744E+03   -1.67849E-03
 2.69000E+02      1.409750244E+03   -2.80766E-02
 2.70000E+02      1.409687744E+03   -2.31937E-02
 2.71000E+02      1.409625244E+03   -2.04471E-02
 2.72000E+02      1.409562744E+03   -1.46487E-02
 2.73000E+02      1.409500244E+03   -2.04471E-02
 2.74000E+02      1.409437744E+03   -2.12100E-02
 2.75000E+02      1.409375244E+03   -4.77607E-02
 2.76000E+02      1.409312744E+03    1.52590E-02
 2.77000E+02      1.409250244E+03    3.78424E-02
 2.78000E+02      1.409187744E+03    1.70901E-02
 2.79000E+02      1.409125244E+03    5.79843E-02
 2.80000E+02      1.409062744E+03    2.89921E-02
 2.81000E+02      1.409000244E+03    3.95209E-02
 2.82000E+02      1.408937744E+03    3.12810E-02
 2.83000E+02      1.408875244E+03    3.83001E-02
 2.84000E+02      1.408812744E+03    8.27039E-02
 2.85000E+02      1.408750244E+03    5.53902E-02
 2.86000E+02      1.408687744E+03    4.42512E-02
 2.87000E+02      1.408625244E+03    6.79026E-02
 2.88000E+02      1.408562744E+03    8.54505E-02
 2.89000E+02      1.408500244E+03    8.11780E-02
 2.90000E+02      1.408437744E+03    6.40879E-02
 2.91000E+02      1.408375244E+03    5.79843E-02
 2.92000E+02      1.408312744E+03    5.23384E-02
 2.93000E+02      1.408250244E+03    1.46487E-02
 2.94000E+02      1.408187744E+03    4.31830E-02
 2.95000E+02      1.408125244E+03    6.07309E-02
 2.96000E+02      1.408062744E+03    1.09865E-02
 2.97000E+02      1.408000244E+03    5.18807E-03
 2.98000E+02      1.407937744E+03    1.31228E-02
 2.99000E+02      1.407875244E+03    7.47692E-03
 3.00000E+02      1.407812744E+03    2.62455E-02
 3.01000E+02      1.407750244E+03    4.56245E-02
 3.02000E+02      1.407687744E+03    1.67849E-02
 3.03000E+02      1.407625244E+03    2.54826E-02
 3.04000E+02      1.407562744E+03   -2.34989E-02
 3.05000E+02      1.407500244E+03   -2.47196E-02
 3.06000E+02      1.407437744E+03    3.29595E-02
 3.07000E+02      1.407375244E+03   -1.22072E-03
 3.08000E+02      1.407312744E+03    3.11284E-02
 3.09000E+02      1.407250244E+03    1.83108E-03
 3.10000E+02      1.407187744E+03   -2.38041E-02
 3.11000E+02      1.407125244E+03   -1.81582E-02
 3.12000E+02      1.407062744E+03   -5.34066E-03
 3.13000E+02      1.407000244E+03   -1.06813E-02
 3.14000E+02      1.406937744E+03    8.54505E-03
 3.15000E+02      1.406875244E+03   -4.73030E-02
 3.16000E+02      1.406812744E+03   -2.01419E-02
 3.17000E+02      1.406750244E+03   -4.73030E-03
 3.18000E+02      1.406687744E+03   -9.15543E-04
 3.19000E+02      1.406625244E+03   -5.95102E-03
 3.20000E+02      1.406562744E+03    3.05180E-03
 3.21000E+02      1.406500244E+03    4.57771E-03
 3.22000E+02      1.406437744E+03    1.05287E-02
 3.23000E+02      1.406375244E+03   -1.38857E-02
 3.24000E+02      1.406312744E+03    2.48722E-02
 3.25000E+02      1.406250244E+03    1.22072E-02
 3.26000E+02      1.406187744E+03    8.85023E-03
 3.27000E+02      1.406125244E+03    2.02945E-02
 3.28000E+02      1.406062744E+03   -1.26650E-02
 3.29000E+02      1.406000244E+03    5.40169E-02
 3.30000E+02      1.405937744E+03    6.33249E-02
 3.31000E+02      1.405875244E+03    2.19730E-02
 3.32000E+02      1.405812744E+03    2.56352E-02
 3.33000E+02      1.405750244E+03    3.67742E-02
 3.34000E+02      1.405687744E+03    2.62455E-02
 3.35000E+02      1.405625244E+03    2.10574E-02
 3.36000E+02      1.405562744E+03    2.25834E-02
 3.37000E+02      1.405500244E+03    6.57664E-02
 3.38000E+02      1.405437744E+03    5.23384E-02
 3.39000E+02      1.405375244E+03    4.34882E-02
 3.40000E+02      1.405312744E+03    2.67033E-02
 3.41000E+02      1.405250244E+03    4.10468E-02
 3.42000E+02      1.405187744E+03    7.46166E-02
 3.43000E+02      1.405125244E+03    3.87579E-02
 3.44000E+02      1.405062744E+03    5.81369E-02
 3.45000E+02      1.405000244E+03    8.75868E-02
 3.46000E+02      1.404937744E+03    1.86160E-02
 3.47000E+02      1.404875244E+03    3.69268E-02
 3.48000E+02      1.404812744E+03    5.64584E-02
 3.49000E+02      1.404750244E+03    3.50958E-02
 3.50000E+02      1.404687744E+03    1.41909E-02
 3.51000E+02      1.404625244E+03    2.28885E-02
 3.52000E+02      1.404562744E+03    1.31228E-02
 3.53000E+02      1.404500244E+03    3.05180E-02
 3.54000E+02      1.404437744E+03   -1.08339E-02
 3.55000E+02      1.404375244E+03    1.75479E-02
 3.56000E+02      1.404312744E+03   -1.98367E-02
 3.57000E+02      1.404250244E+03    7.78210E-03
 3.58000E+02      1.404187744E+03   -2.77714E-02
 3.59000E+02      1.404125244E+03   -3.84527E-02
 3.60000E+02      1.404062744E+03    1.64797E-02
 3.61000E+02      1.404000244E+03   -1.63272E-02
 3.62000E+02      1.403937744E+03   -5.40169E-02
 3.63000E+02      1.403875244E+03    4.68452E-02
 3.64000E+02      1.403812744E+03    1.00710E-02
 3.65000E+02      1.403750244E+03    1.14443E-02
 3.66000E+02      1.403687744E+03    3.66216E-03
 3.67000E+02      1.403625244E+03   -1.63272E-02
 3.68000E+02      1.403562744E+03   -4.25727E-02
 3.69000E+02      1.403500244E+03    1.05287E-02
 3.70000E+02      1.403437744E+03    3.08232E-02
 3.71000E+02      1.403375244E+03    4.07416E-02
 3.72000E+02      1.403312744E+03    4.50141E-02
 3.73000E+02      1.403250244E+03    2.83818E-02
 3.74000E+02      1.403187744E+03    3.28069E-02
 3.75000E+02      1.403125244E+03    3.98260E-02
 3.76000E+02      1.403062744E+03    1.44961E-02
 3.77000E+02      1.403000244E+03    2.05997E-02
 3.78000E+02      1.402937744E+03    1.96841E-02
 3.79000E+02      1.402875244E+03    4.15045E-02
 3.80000E+02      1.402812744E+03    2.12100E-02
 3.81000E+02      1.402750244E+03    3.86053E-02
 3.82000E+02      1.402687744E+03    1.89212E-02
 3.83000E+02      1.402625244E+03    9.76577E-03
 3.84000E+02      1.402562744E+03    6.71397E-02
 3.85000E+02      1.402500244E+03    6.10361E-02
 3.86000E+02      1.402437744E+03    5.85946E-02
 3.87000E+02      1.402375244E+03    4.47089E-02
 3.88000E+02      1.402312744E+03    1.93790E-02
 3.89000E+02      1.402250244E+03    4.71504E-02
 3.90000E+02      1.402187744E+03    1.90738E-02
 3.91000E+02      1.402125244E+03    2.74662E-03
 3.92000E+02      1.402062744E+03    9.00282E-03
 3.93000E+02      1.402000244E+03    3.92157E-02
 3.94000E+02      1.401937744E+03    3.98260E-02
 3.95000E+02      1.401875244E+03   -7.17174E-03
 3.96000E+02      1.401812744E+03   -2.41093E-02
 3.97000E+02      1.401750244E+03   -2.13626E-02
 3.98000E+02      1.401687744E+03   -3.81476E-02
 3.99000E+02      1.401625244E+03   -3.34173E-02
 4.00000E+02      1.401562744E+03   -3.25017E-02
 4.01000E+02      1.401500244E+03   -3.63165E-02
 4.02000E+02      1.401437744E+03   -4.91341E-02
 4.03000E+02      1.401375244E+03   -2.80766E-02
 4.04000E+02      1.401312744E+03   -5.02022E-02
 4.05000E+02      1.401250244E+03   -6.39353E-02
 4.06000E+02      1.401187744E+03   -3.43328E-02
 4.07000E+02      1.401125244E+03   -3.89105E-02
 4.08000E+02      1.401062744E+03   -4.56245E-02
 4.09000E+02      1.401000244E+03   -3.75372E-02
 4.10000E+02      1.400937744E+03   -4.62348E-02
 4.11000E+02      1.400875244E+03   -1.11391E-02
 4.12000E+02      1.400812744E+03   -1.86265E-09
 4.13000E+02      1.400750244E+03    1.44961E-02
 4.14000E+02      1.400687744E+03    1.86160E-02
 4.15000E+02      1.400625244E+03   -1.52590E-03
 4.16000E+02      1.400562744E+03    1.69375E-02
 4.17000E+02      1.400500244E+03   -2.65507E-02
 4.18000E+02      1.400437744E+03    3.28069E-02
 4.19000E+02      1.400375244E+03   -8.23987E-03
 4.20000E+02      1.400312744E+03    7.49218E-02
 4.21000E+02      1.400250244E+03    2.74662E-03
 4.22000E+02      1.400187744E+03   -1.17494E-02
 4.23000E+02      1.400125244E+03    1.55642E-01
 4.24000E+02      1.400062744E+03   -4.78828E-01
 4.25000E+02      1.400000244E+03   -2.87633E-01
 4.26000E+02      1.399937744E+03    1.34737E-01
 4.27000E+02      1.399875244E+03    3.81475E-03
 4.28000E+02      1.399812744E+03    6.40879E-02
 4.29000E+02      1.399750244E+03    1.83108E-02
 4.30000E+02      1.399687744E+03    4.50141E-02
 4.31000E+02      1.399625244E+03    3.70794E-02
 4.32000E+02      1.399562744E+03    5.78317E-02
 4.33000E+02      1.399500244E+03    6.50034E-02
 4.34000E+02      1.399437744E+03    5.88998E-02
 4.35000E+02      1.399375244E+03    1.35805E-02
 4.36000E+02      1.399312744E+03    8.33143E-02
 4.37000E+02      1.399250244E+03    2.57877E-02
 4.38000E+02      1.399187744E+03   -7.32433E-03
 4.39000E+02      1.399125244E+03    6.66819E-02
 4.40000E+02      1.399062744E+03    3.73846E-02
 4.41000E+02      1.399000244E+03   -1.52590E-03
 4.42000E+02      1.398937744E+03    9.00282E-03
 4.43000E+02      1.398875244E+03    3.20439E-03
 4.44000E+02      1.398812744E+03    9.15541E-03
 4.45000E+02      1.398750244E+03   -1.38857E-02
 4.46000E+02      1.398687744E+03   -3.20440E-03
 4.47000E+02      1.398625244E+03   -2.59404E-03
 4.48000E+02      1.398562744E+03    1.48012E-02
 4.49000E+02      1.398500244E+03   -2.59403E-02
 4.50000E+02      1.398437744E+03   -2.05997E-02
 4.51000E+02      1.398375244E+03    9.30800E-03
 4.52000E+02      1.398312744E+03   -7.93469E-03
 4.53000E+02      1.398250244E+03    3.44854E-02
 4.54000E+02      1.398187744E+03    3.43328E-02
 4.55000E+02      1.398125244E+03    1.06813E-03
 4.56000E+02      1.398062744E+03    9.61318E-03
 4.57000E+02      1.398000244E+03    4.89815E-02
 4.58000E+02      1.397937744E+03    1.38857E-02
 4.59000E+02      1.397875244E+03    5.60006E-02
 4.60000E+02      1.397812744E+03    3.08232E-02
 4.61000E+02      1.397750244E+03    4.22675E-02
 4.62000E+02      1.397687744E+03    1.48012E-02
 4.63000E+02      1.397625244E+03    5.03547E-03
 4.64000E+02      1.397562744E+03   -3.81476E-03
 4.65000E+02      1.397500244E+03   -7.62953E-04
 4.66000E+02      1.397437744E+03    3.72320E-02
 4.67000E+02      1.397375244E+03    4.19623E-02
 4.68000E+02      1.397312744E+03    2.65507E-02
 4.69000E+02      1.397250244E+03   -4.73030E-02
 4.70000E+02      1.397187744E+03   -2.28885E-02
 4.71000E+02      1.397125244E+03    4.42512E-02
 4.72000E+02      1.397062744E+03    4.68452E-02
 4.73000E+02      1.397000244E+03    3.37224E-02
 4.74000E+02      1.396937744E+03    7.47692E-02
 4.75000E+02      1.396875244E+03    5.31014E-02
 4.76000E+02      1.396812744E+03    7.59899E-02
 4.77000E+02      1.396750244E+03    7.98047E-02
 4.78000E+02      1.396687744E+03    6.46982E-02
 4.79000E+02      1.396625244E+03    1.00099E-01
 4.80000E+02      1.396562744E+03    7.62951E-02
 4.81000E+02      1.396500244E+03    6.07309E-02
