HIPASS public data release - v1.2 May 13, 2000 (south) 
Parkes ZOA public data release - v1.0 Oct 11, 2002 
HIPASS public data release - v1.0 Oct 14, 2004 (north) 
(untrimmed, luthered cubes)

This HI data is provided under the auspices of the Multibeam Survey
Working Group.  Users of this facility are requested to acknowledge
the ATNF in any publications as follows:

 "The Parkes telescope is part of the Australia Telescope which is
 funded by the Commonwealth of Australia for operation as a National
 Facility managed by CSIRO"

and to cite an appropriate HIPASS observations and data reduction
paper such as Barnes et al. (2001, MNRAS, 322, 486). Other HIPASS 
papers are listed here:

  http://www.atnf.csiro.au/research/multibeam/papers/papers.html

Where possible, authors are requested to include one of the terms
`ATNF', or `Parkes Telescope', in the ABSTRACT of their papers. This
is to facilitate electronic searches for publications that include
ATNF data.

Please inform Julie Tesoriero (Julie.Tesoriero@csiro.au) of 
any publications which include ATNF data. 

The data contained herein were processed in aips++. The www/cgi
scripts are based on miriad and perl.

#File: /var/www/vhosts/www.atnf.csiro.au/htdocs/research/multibeam/release/MULTI_3_HIDE/PUBLIC/H129_abcde_luther.FELO.imbin.vrd
#Robust polynomial order: none
#Spectral  axis = frequency
#Intensity axis = Jy/b
# HIPASS public data release - v1.2 May 13 2000 (south)
#  Channel        Spectral axis      Intensity
 6.00000E+01      1.422812744E+03    8.43532E-02
 6.10000E+01      1.422750244E+03    5.03250E-02
 6.20000E+01      1.422687744E+03    1.32450E-02
 6.30000E+01      1.422625244E+03    5.18510E-02
 6.40000E+01      1.422562744E+03    8.72524E-02
 6.50000E+01      1.422500244E+03    6.84835E-02
 6.60000E+01      1.422437744E+03    7.79443E-02
 6.70000E+01      1.422375244E+03    1.20823E-01
 6.80000E+01      1.422312744E+03    1.01444E-01
 6.90000E+01      1.422250244E+03    8.55739E-02
 7.00000E+01      1.422187744E+03    1.21891E-01
 7.10000E+01      1.422125244E+03    4.68154E-02
 7.20000E+01      1.422062744E+03    5.29191E-02
 7.30000E+01      1.422000244E+03    5.55132E-02
 7.40000E+01      1.421937744E+03    7.84021E-02
 7.50000E+01      1.421875244E+03    6.05487E-02
 7.60000E+01      1.421812744E+03    4.80361E-02
 7.70000E+01      1.421750244E+03    9.04569E-02
 7.80000E+01      1.421687744E+03    5.16984E-02
 7.90000E+01      1.421625244E+03    7.13828E-02
 8.00000E+01      1.421562744E+03    7.39769E-02
 8.10000E+01      1.421500244E+03    5.33769E-02
 8.20000E+01      1.421437744E+03    6.89413E-02
 8.30000E+01      1.421375244E+03    4.91043E-02
 8.40000E+01      1.421312744E+03    4.57473E-02
 8.50000E+01      1.421250244E+03    1.04984E-02
 8.60000E+01      1.421187744E+03   -2.77717E-03
 8.70000E+01      1.421125244E+03    4.08949E-03
 8.80000E+01      1.421062744E+03   -1.34587E-02
 8.90000E+01      1.421000244E+03   -2.32246E-02
 9.00000E+01      1.420937744E+03   -1.75970E-01
 9.10000E+01      1.420875244E+03   -1.97333E-01
 9.20000E+01      1.420812744E+03   -1.23478E-01
 9.30000E+01      1.420750244E+03   -3.56029E-01
 9.40000E+01      1.420687744E+03   -1.43315E-01
 9.50000E+01      1.420625244E+03   -7.89392E-01
 9.60000E+01      1.420562744E+03   -1.00455E+00
 9.70000E+01      1.420500244E+03   -3.81988E+00
 9.80000E+01      1.420437744E+03   -8.00000E+00
 9.90000E+01      1.420375244E+03   -5.65786E+00
 1.00000E+02      1.420312744E+03    7.32454E-04
 1.01000E+02      1.420250244E+03   -8.66756E-01
 1.02000E+02      1.420187744E+03   -1.87414E-01
 1.03000E+02      1.420125244E+03   -5.24338E-01
 1.04000E+02      1.420062744E+03   -3.38176E-01
 1.05000E+02      1.420000244E+03   -2.93466E-01
 1.06000E+02      1.419937744E+03   -3.18033E-01
 1.07000E+02      1.419875244E+03   -2.12287E-01
 1.08000E+02      1.419812744E+03   -2.25715E-01
 1.09000E+02      1.419750244E+03   -2.09082E-01
 1.10000E+02      1.419687744E+03   -1.75970E-01
 1.11000E+02      1.419625244E+03   -4.03149E-02
 1.12000E+02      1.419562744E+03    1.11087E-02
 1.13000E+02      1.419500244E+03    2.86569E-02
 1.14000E+02      1.419437744E+03    4.33058E-02
 1.15000E+02      1.419375244E+03    5.78021E-02
 1.16000E+02      1.419312744E+03    3.65917E-02
 1.17000E+02      1.419250244E+03    2.27058E-02
 1.18000E+02      1.419187744E+03   -9.49125E-03
 1.19000E+02      1.419125244E+03    2.52999E-02
 1.20000E+02      1.419062744E+03    4.60524E-02
 1.21000E+02      1.419000244E+03    6.63473E-02
 1.22000E+02      1.418937744E+03    1.53813E-02
 1.23000E+02      1.418875244E+03    3.81176E-02
 1.24000E+02      1.418812744E+03    1.26347E-02
 1.25000E+02      1.418750244E+03   -1.77312E-02
 1.26000E+02      1.418687744E+03   -7.81273E-03
 1.27000E+02      1.418625244E+03   -6.35090E-02
 1.28000E+02      1.418562744E+03   -3.74157E-02
 1.29000E+02      1.418500244E+03   -7.93470E-04
 1.30000E+02      1.418437744E+03   -1.80364E-02
 1.31000E+02      1.418375244E+03   -2.12409E-02
 1.32000E+02      1.418312744E+03    2.46895E-02
 1.33000E+02      1.418250244E+03    3.33873E-02
 1.34000E+02      1.418187744E+03    1.66021E-02
 1.35000E+02      1.418125244E+03    4.66628E-02
 1.36000E+02      1.418062744E+03    5.62761E-02
 1.37000E+02      1.418000244E+03    3.93384E-02
 1.38000E+02      1.417937744E+03    1.26774E-01
 1.39000E+02      1.417875244E+03   -9.64384E-03
 1.40000E+02      1.417812744E+03   -3.19254E-01
 1.41000E+02      1.417750244E+03   -1.88940E-01
 1.42000E+02      1.417687744E+03   -5.28275E-02
 1.43000E+02      1.417625244E+03   -5.14542E-02
 1.44000E+02      1.417562744E+03   -4.13831E-02
 1.45000E+02      1.417500244E+03    8.51468E-03
 1.46000E+02      1.417437744E+03    3.68969E-02
 1.47000E+02      1.417375244E+03    2.74362E-02
 1.48000E+02      1.417312744E+03    5.01724E-02
 1.49000E+02      1.417250244E+03    1.41606E-02
 1.50000E+02      1.417187744E+03    4.01013E-02
 1.51000E+02      1.417125244E+03    6.60421E-02
 1.52000E+02      1.417062744E+03    6.26850E-02
 1.53000E+02      1.417000244E+03    6.22272E-02
 1.54000E+02      1.416937744E+03    6.46687E-02
 1.55000E+02      1.416875244E+03    4.22376E-02
 1.56000E+02      1.416812744E+03    5.27665E-02
 1.57000E+02      1.416750244E+03    9.45769E-02
 1.58000E+02      1.416687744E+03    1.04190E-01
 1.59000E+02      1.416625244E+03    4.65102E-02
 1.60000E+02      1.416562744E+03    3.72021E-02
 1.61000E+02      1.416500244E+03    1.82806E-02
 1.62000E+02      1.416437744E+03   -5.52384E-03
 1.63000E+02      1.416375244E+03    7.59912E-03
 1.64000E+02      1.416312744E+03    3.06406E-02
 1.65000E+02      1.416250244E+03    3.26243E-02
 1.66000E+02      1.416187744E+03    3.52184E-02
 1.67000E+02      1.416125244E+03    2.68258E-02
 1.68000E+02      1.416062744E+03    3.14036E-02
 1.69000E+02      1.416000244E+03    3.43028E-02
 1.70000E+02      1.415937744E+03    3.04880E-02
 1.71000E+02      1.415875244E+03    1.12613E-02
 1.72000E+02      1.415812744E+03    1.52287E-02
 1.73000E+02      1.415750244E+03   -2.31940E-03
 1.74000E+02      1.415687744E+03   -1.55949E-02
 1.75000E+02      1.415625244E+03    3.52184E-02
 1.76000E+02      1.415562744E+03    2.86569E-02
 1.77000E+02      1.415500244E+03    1.41606E-02
 1.78000E+02      1.415437744E+03    3.47606E-02
 1.79000E+02      1.415375244E+03    3.96436E-02
 1.80000E+02      1.415312744E+03    3.32347E-02
 1.81000E+02      1.415250244E+03    1.06510E-02
 1.82000E+02      1.415187744E+03    8.51468E-03
 1.83000E+02      1.415125244E+03   -1.17801E-02
 1.84000E+02      1.415062744E+03    4.54727E-03
 1.85000E+02      1.415000244E+03   -9.18606E-03
 1.86000E+02      1.414937744E+03   -1.86162E-03
 1.87000E+02      1.414875244E+03   -2.01727E-02
 1.88000E+02      1.414812744E+03   -1.20853E-02
 1.89000E+02      1.414750244E+03    3.04880E-02
 1.90000E+02      1.414687744E+03   -2.62458E-03
 1.91000E+02      1.414625244E+03    1.61443E-02
 1.92000E+02      1.414562744E+03    2.85043E-02
 1.93000E+02      1.414500244E+03    1.04984E-02
 1.94000E+02      1.414437744E+03    3.30821E-02
 1.95000E+02      1.414375244E+03    2.11799E-02
 1.96000E+02      1.414312744E+03    3.50658E-02
 1.97000E+02      1.414250244E+03    9.73542E-03
 1.98000E+02      1.414187744E+03   -4.30310E-03
 1.99000E+02      1.414125244E+03    1.40080E-02
 2.00000E+02      1.414062744E+03    3.41502E-02
 2.01000E+02      1.414000244E+03    5.01724E-02
 2.02000E+02      1.413937744E+03    3.44554E-02
 2.03000E+02      1.413875244E+03    5.01724E-02
 2.04000E+02      1.413812744E+03    8.60317E-02
 2.05000E+02      1.413750244E+03   -6.28680E-03
 2.06000E+02      1.413687744E+03    3.59813E-02
 2.07000E+02      1.413625244E+03    3.35399E-02
 2.08000E+02      1.413562744E+03    5.09354E-02
 2.09000E+02      1.413500244E+03    3.32347E-02
 2.10000E+02      1.413437744E+03    1.61443E-02
 2.11000E+02      1.413375244E+03    3.94910E-02
 2.12000E+02      1.413312744E+03    4.36110E-02
 2.13000E+02      1.413250244E+03    4.98673E-02
 2.14000E+02      1.413187744E+03    6.54317E-02
 2.15000E+02      1.413125244E+03    5.18510E-02
 2.16000E+02      1.413062744E+03    2.83517E-02
 2.17000E+02      1.413000244E+03    5.16984E-02
 2.18000E+02      1.412937744E+03    6.26850E-02
 2.19000E+02      1.412875244E+03   -7.96532E-03
 2.20000E+02      1.412812744E+03    2.98776E-02
 2.21000E+02      1.412750244E+03    6.83616E-03
 2.22000E+02      1.412687744E+03    1.79754E-02
 2.23000E+02      1.412625244E+03    4.58998E-02
 2.24000E+02      1.412562744E+03    1.55339E-02
 2.25000E+02      1.412500244E+03    1.22085E-04
 2.26000E+02      1.412437744E+03   -4.15051E-03
 2.27000E+02      1.412375244E+03   -2.73446E-02
 2.28000E+02      1.412312744E+03    8.66727E-03
 2.29000E+02      1.412250244E+03   -1.52898E-02
 2.30000E+02      1.412187744E+03    4.27270E-04
 2.31000E+02      1.412125244E+03   -1.20853E-02
 2.32000E+02      1.412062744E+03   -4.24512E-02
 2.33000E+02      1.412000244E+03   -6.89717E-03
 2.34000E+02      1.411937744E+03    4.24208E-03
 2.35000E+02      1.411875244E+03   -3.43638E-02
 2.36000E+02      1.411812744E+03   -1.31535E-02
 2.37000E+02      1.411750244E+03   -1.66631E-02
 2.38000E+02      1.411687744E+03   -2.79549E-02
 2.39000E+02      1.411625244E+03   -4.91653E-02
 2.40000E+02      1.411562744E+03   -4.84023E-02
 2.41000E+02      1.411500244E+03   -2.56661E-02
 2.42000E+02      1.411437744E+03   -2.91757E-02
 2.43000E+02      1.411375244E+03   -1.57475E-02
 2.44000E+02      1.411312744E+03   -2.93283E-02
 2.45000E+02      1.411250244E+03   -6.57979E-02
 2.46000E+02      1.411187744E+03   -4.61135E-02
 2.47000E+02      1.411125244E+03   -3.31431E-02
 2.48000E+02      1.411062744E+03   -4.09253E-02
 2.49000E+02      1.411000244E+03   -3.92468E-02
 2.50000E+02      1.410937744E+03   -1.05594E-02
 2.51000E+02      1.410875244E+03   -7.96532E-03
 2.52000E+02      1.410812744E+03   -3.51268E-02
 2.53000E+02      1.410750244E+03   -3.25327E-02
 2.54000E+02      1.410687744E+03   -1.39164E-02
 2.55000E+02      1.410625244E+03   -7.12912E-02
 2.56000E+02      1.410562744E+03   -4.44349E-02
 2.57000E+02      1.410500244E+03   -3.05490E-02
 2.58000E+02      1.410437744E+03   -5.46586E-02
 2.59000E+02      1.410375244E+03   -5.58794E-02
 2.60000E+02      1.410312744E+03   -3.14646E-02
 2.61000E+02      1.410250244E+03   -4.38246E-02
 2.62000E+02      1.410187744E+03   -5.17594E-02
 2.63000E+02      1.410125244E+03   -2.88705E-02
 2.64000E+02      1.410062744E+03   -7.66013E-03
 2.65000E+02      1.410000244E+03   -4.73342E-02
 2.66000E+02      1.409937744E+03   -5.46586E-02
 2.67000E+02      1.409875244E+03   -5.42009E-02
 2.68000E+02      1.409812744E+03   -4.36720E-02
 2.69000E+02      1.409750244E+03   -6.77816E-02
 2.70000E+02      1.409687744E+03   -8.16675E-02
 2.71000E+02      1.409625244E+03   -6.19831E-02
 2.72000E+02      1.409562744E+03   -9.79643E-03
 2.73000E+02      1.409500244E+03   -3.63475E-02
 2.74000E+02      1.409437744E+03   -2.20038E-02
 2.75000E+02      1.409375244E+03    7.44653E-03
 2.76000E+02      1.409312744E+03    5.92060E-03
 2.77000E+02      1.409250244E+03   -1.30009E-02
 2.78000E+02      1.409187744E+03    3.17394E-03
 2.79000E+02      1.409125244E+03    2.41097E-03
 2.80000E+02      1.409062744E+03   -2.12409E-02
 2.81000E+02      1.409000244E+03    8.66727E-03
 2.82000E+02      1.408937744E+03    1.61443E-02
 2.83000E+02      1.408875244E+03    5.15764E-03
 2.84000E+02      1.408812744E+03   -2.42927E-02
 2.85000E+02      1.408750244E+03   -1.66631E-02
 2.86000E+02      1.408687744E+03   -3.08542E-02
 2.87000E+02      1.408625244E+03   -2.53609E-02
 2.88000E+02      1.408562744E+03   -3.45164E-02
 2.89000E+02      1.408500244E+03   -2.76498E-02
 2.90000E+02      1.408437744E+03   -2.90231E-02
 2.91000E+02      1.408375244E+03   -5.42009E-02
 2.92000E+02      1.408312744E+03   -5.84735E-02
 2.93000E+02      1.408250244E+03   -4.58083E-02
 2.94000E+02      1.408187744E+03   -1.02542E-02
 2.95000E+02      1.408125244E+03   -3.03964E-02
 2.96000E+02      1.408062744E+03   -3.89416E-02
 2.97000E+02      1.408000244E+03   -1.33061E-02
 2.98000E+02      1.407937744E+03   -1.33549E-01
 2.99000E+02      1.407875244E+03   -4.85549E-02
 3.00000E+02      1.407812744E+03    3.39976E-02
 3.01000E+02      1.407750244E+03    1.78228E-02
 3.02000E+02      1.407687744E+03    2.89621E-02
 3.03000E+02      1.407625244E+03    4.39161E-02
 3.04000E+02      1.407562744E+03    2.57576E-02
 3.05000E+02      1.407500244E+03    4.85245E-03
 3.06000E+02      1.407437744E+03    7.44653E-03
 3.07000E+02      1.407375244E+03    1.72125E-02
 3.08000E+02      1.407312744E+03    8.66727E-03
 3.09000E+02      1.407250244E+03    8.97245E-03
 3.10000E+02      1.407187744E+03    2.56357E-03
 3.11000E+02      1.407125244E+03    1.62969E-02
 3.12000E+02      1.407062744E+03   -1.78838E-02
 3.13000E+02      1.407000244E+03    1.01932E-02
 3.14000E+02      1.406937744E+03   -2.70394E-02
 3.15000E+02      1.406875244E+03   -9.94902E-03
 3.16000E+02      1.406812744E+03   -2.45979E-02
 3.17000E+02      1.406750244E+03   -8.57569E-03
 3.18000E+02      1.406687744E+03   -2.30720E-02
 3.19000E+02      1.406625244E+03   -1.08646E-02
 3.20000E+02      1.406562744E+03   -1.86468E-02
 3.21000E+02      1.406500244E+03   -5.71001E-02
 3.22000E+02      1.406437744E+03   -3.14646E-02
 3.23000E+02      1.406375244E+03    8.85048E-04
 3.24000E+02      1.406312744E+03   -1.17801E-02
 3.25000E+02      1.406250244E+03    1.09562E-02
 3.26000E+02      1.406187744E+03   -1.10172E-02
 3.27000E+02      1.406125244E+03   -3.98572E-02
 3.28000E+02      1.406062744E+03   -1.46794E-02
 3.29000E+02      1.406000244E+03   -3.05490E-02
 3.30000E+02      1.405937744E+03   -3.43638E-02
 3.31000E+02      1.405875244E+03   -2.52083E-02
 3.32000E+02      1.405812744E+03   -4.96231E-02
 3.33000E+02      1.405750244E+03   -1.07120E-02
 3.34000E+02      1.405687744E+03   -7.96838E-02
 3.35000E+02      1.405625244E+03   -7.28172E-02
 3.36000E+02      1.405562744E+03   -2.59712E-02
 3.37000E+02      1.405500244E+03   -7.73949E-02
 3.38000E+02      1.405437744E+03   -6.04572E-02
 3.39000E+02      1.405375244E+03   -5.17594E-02
 3.40000E+02      1.405312744E+03   -7.78527E-02
 3.41000E+02      1.405250244E+03   -7.93786E-02
 3.42000E+02      1.405187744E+03   -8.65505E-02
 3.43000E+02      1.405125244E+03   -8.01416E-02
 3.44000E+02      1.405062744E+03   -8.01416E-02
 3.45000E+02      1.405000244E+03   -6.71712E-02
 3.46000E+02      1.404937744E+03   -8.97549E-02
 3.47000E+02      1.404875244E+03   -8.28883E-02
 3.48000E+02      1.404812744E+03   -1.00436E-01
 3.49000E+02      1.404750244E+03   -1.03793E-01
 3.50000E+02      1.404687744E+03   -8.86868E-02
 3.51000E+02      1.404625244E+03   -9.93683E-02
 3.52000E+02      1.404562744E+03   -1.02268E-01
 3.53000E+02      1.404500244E+03   -9.32646E-02
 3.54000E+02      1.404437744E+03   -1.09134E-01
 3.55000E+02      1.404375244E+03   -1.02268E-01
 3.56000E+02      1.404312744E+03   -8.88394E-02
 3.57000E+02      1.404250244E+03   -6.65609E-02
 3.58000E+02      1.404187744E+03   -1.01810E-01
 3.59000E+02      1.404125244E+03   -3.61949E-02
 3.60000E+02      1.404062744E+03   -1.02878E-01
 3.61000E+02      1.404000244E+03   -7.48009E-02
 3.62000E+02      1.403937744E+03    9.73542E-03
 3.63000E+02      1.403875244E+03   -1.71239E-01
 3.64000E+02      1.403812744E+03    2.37739E-02
 3.65000E+02      1.403750244E+03    1.11515E-01
 3.66000E+02      1.403687744E+03    4.48317E-02
 3.67000E+02      1.403625244E+03    8.09961E-02
 3.68000E+02      1.403562744E+03    2.83517E-02
 3.69000E+02      1.403500244E+03    1.26347E-02
 3.70000E+02      1.403437744E+03    4.80361E-02
 3.71000E+02      1.403375244E+03   -1.28483E-02
 3.72000E+02      1.403312744E+03    1.23295E-02
 3.73000E+02      1.403250244E+03    5.61542E-03
 3.74000E+02      1.403187744E+03    3.04880E-02
 3.75000E+02      1.403125244E+03   -3.00912E-02
 3.76000E+02      1.403062744E+03   -1.43742E-02
 3.77000E+02      1.403000244E+03    1.59917E-02
 3.78000E+02      1.402937744E+03   -2.97861E-02
 3.79000E+02      1.402875244E+03   -5.11490E-02
 3.80000E+02      1.402812744E+03   -5.48112E-02
 3.81000E+02      1.402750244E+03   -3.03964E-02
 3.82000E+02      1.402687744E+03   -4.10779E-02
 3.83000E+02      1.402625244E+03   -5.92364E-02
 3.84000E+02      1.402562744E+03   -4.00098E-02
 3.85000E+02      1.402500244E+03   -3.66527E-02
 3.86000E+02      1.402437744E+03   -2.49031E-02
 3.87000E+02      1.402375244E+03   -3.32957E-02
 3.88000E+02      1.402312744E+03   -6.64083E-02
 3.89000E+02      1.402250244E+03   -4.82498E-02
 3.90000E+02      1.402187744E+03   -1.05594E-02
 3.91000E+02      1.402125244E+03   -2.06305E-02
 3.92000E+02      1.402062744E+03   -1.46794E-02
 3.93000E+02      1.402000244E+03   -3.98572E-02
 3.94000E+02      1.401937744E+03   -3.92468E-02
 3.95000E+02      1.401875244E+03   -6.50349E-02
 3.96000E+02      1.401812744E+03   -3.07016E-02
 3.97000E+02      1.401750244E+03    5.61542E-03
 3.98000E+02      1.401687744E+03   -2.77717E-03
 3.99000E+02      1.401625244E+03   -6.13421E-03
 4.00000E+02      1.401562744E+03    5.46282E-03
 4.01000E+02      1.401500244E+03   -4.91347E-03
 4.02000E+02      1.401437744E+03    2.27058E-02
 4.03000E+02      1.401375244E+03    1.76702E-02
 4.04000E+02      1.401312744E+03    2.81991E-02
 4.05000E+02      1.401250244E+03    1.78228E-02
 4.06000E+02      1.401187744E+03    3.12510E-02
 4.07000E+02      1.401125244E+03   -1.63579E-02
 4.08000E+02      1.401062744E+03   -2.49031E-02
 4.09000E+02      1.401000244E+03   -1.70903E-03
 4.10000E+02      1.400937744E+03   -1.95624E-02
 4.11000E+02      1.400875244E+03   -2.10883E-02
 4.12000E+02      1.400812744E+03   -2.53609E-02
 4.13000E+02      1.400750244E+03   -5.98162E-03
 4.14000E+02      1.400687744E+03   -3.95520E-02
 4.15000E+02      1.400625244E+03   -3.37535E-02
 4.16000E+02      1.400562744E+03   -4.97757E-02
 4.17000E+02      1.400500244E+03   -7.02231E-02
 4.18000E+02      1.400437744E+03   -5.93890E-02
 4.19000E+02      1.400375244E+03   -6.53401E-02
 4.20000E+02      1.400312744E+03   -5.92364E-02
 4.21000E+02      1.400250244E+03   -4.73342E-02
 4.22000E+02      1.400187744E+03   -7.03757E-02
 4.23000E+02      1.400125244E+03   -9.14334E-02
 4.24000E+02      1.400062744E+03   -9.14335E-02
 4.25000E+02      1.400000244E+03   -1.10050E-01
 4.26000E+02      1.399937744E+03   -1.16153E-01
 4.27000E+02      1.399875244E+03   -9.00601E-02
 4.28000E+02      1.399812744E+03   -1.17374E-01
 4.29000E+02      1.399750244E+03   -7.66320E-02
 4.30000E+02      1.399687744E+03   -9.83001E-02
 4.31000E+02      1.399625244E+03   -7.54112E-02
 4.32000E+02      1.399562744E+03   -9.25016E-02
 4.33000E+02      1.399500244E+03   -7.96838E-02
 4.34000E+02      1.399437744E+03   -1.07608E-01
 4.35000E+02      1.399375244E+03   -1.12796E-01
 4.36000E+02      1.399312744E+03   -9.83001E-02
 4.37000E+02      1.399250244E+03   -1.45756E-01
 4.38000E+02      1.399187744E+03   -1.36906E-01
 4.39000E+02      1.399125244E+03   -1.16001E-01
 4.40000E+02      1.399062744E+03   -1.08676E-01
 4.41000E+02      1.399000244E+03   -9.05179E-02
 4.42000E+02      1.398937744E+03   -1.04404E-01
 4.43000E+02      1.398875244E+03   -9.99786E-02
 4.44000E+02      1.398812744E+03   -1.14170E-01
 4.45000E+02      1.398750244E+03   -7.61742E-02
 4.46000E+02      1.398687744E+03   -8.51772E-02
 4.47000E+02      1.398625244E+03   -8.39564E-02
 4.48000E+02      1.398562744E+03   -5.26749E-02
 4.49000E+02      1.398500244E+03   -8.13623E-02
 4.50000E+02      1.398437744E+03   -8.09046E-02
 4.51000E+02      1.398375244E+03   -5.60320E-02
 4.52000E+02      1.398312744E+03   -4.94705E-02
 4.53000E+02      1.398250244E+03   -6.57979E-02
 4.54000E+02      1.398187744E+03   -9.79949E-02
 4.55000E+02      1.398125244E+03   -1.04099E-01
 4.56000E+02      1.398062744E+03   -3.51268E-02
 4.57000E+02      1.398000244E+03   -1.83416E-02
 4.58000E+02      1.397937744E+03   -3.03964E-02
 4.59000E+02      1.397875244E+03    1.15665E-02
 4.60000E+02      1.397812744E+03    3.44554E-02
 4.61000E+02      1.397750244E+03    4.24208E-03
 4.62000E+02      1.397687744E+03    1.12613E-02
 4.63000E+02      1.397625244E+03    1.98065E-02
 4.64000E+02      1.397562744E+03   -2.31940E-03
 4.65000E+02      1.397500244E+03   -1.51372E-02
 4.66000E+02      1.397437744E+03   -4.19935E-02
 4.67000E+02      1.397375244E+03   -4.85549E-02
 4.68000E+02      1.397312744E+03   -1.11576E-01
 4.69000E+02      1.397250244E+03   -1.24241E-01
 4.70000E+02      1.397187744E+03   -5.32853E-02
 4.71000E+02      1.397125244E+03   -1.29734E-01
 4.72000E+02      1.397062744E+03   -1.18748E-01
 4.73000E+02      1.397000244E+03   -9.09757E-02
 4.74000E+02      1.396937744E+03   -6.68660E-02
 4.75000E+02      1.396875244E+03   -7.96838E-02
 4.76000E+02      1.396812744E+03   -5.37431E-02
 4.77000E+02      1.396750244E+03   -7.58690E-02
 4.78000E+02      1.396687744E+03   -6.59505E-02
 4.79000E+02      1.396625244E+03   -8.73134E-02
 4.80000E+02      1.396562744E+03   -5.28275E-02
